customerID,gender,tenure,MonthlyCharges,TotalCharges,Contract,InternetService,PaymentMethod,tenure_group,Churn
5261-QSHQM,Female,4,24.45,86.60,Month-to-month,DSL,"Electronic check",New,Yes
4778-IZARL,Male,63,110.10,6705.70,"Two year","Fiber optic","Credit card (automatic)",Loyal,No
0432-CAJZV,Male,3,90.70,237.65,Month-to-month,"Fiber optic","Mailed check",New,No
8868-WOZGU,Male,28,105.70,2979.50,Month-to-month,"Fiber optic","Electronic check",Loyal,Yes
1200-TUZHR,Female,8,85.20,695.75,Month-to-month,"Fiber optic","Electronic check",Mid,No
1334-FJSVR,Male,1,24.25,24.25,Month-to-month,DSL,"Electronic check",New,Yes
7130-CTCUS,Male,16,54.55,825.10,Month-to-month,DSL,"Bank transfer (automatic)",Loyal,No
6242-FEGFD,Male,66,96.60,6424.25,"Two year","Fiber optic","Mailed check",Loyal,No
7625-XCQRH,Female,11,76.50,837.95,Month-to-month,"Fiber optic","Electronic check",Mid,Yes
6194-HBGQN,Male,51,81.15,4126.20,"One year",DSL,"Credit card (automatic)",Loyal,No
7634-WSWDB,Female,8,38.50,330.80,Month-to-month,DSL,"Electronic check",Mid,No
6986-IXNDM,Male,14,92.90,1337.45,Month-to-month,"Fiber optic","Electronic check",Loyal,No
1731-TVIUK,Female,4,93.50,362.20,Month-to-month,"Fiber optic","Electronic check",New,Yes
2987-BJXIK,Female,70,84.70,5991.05,"Two year",DSL,"Mailed check",Loyal,No
9769-TSBZE,Female,70,66.00,4891.50,"Two year",DSL,"Electronic check",Loyal,No
0406-BPDVR,Female,54,101.50,5373.10,"One year","Fiber optic","Credit card (automatic)",Loyal,Yes
0618-XWMSS,Male,28,74.90,2068.55,Month-to-month,"Fiber optic","Bank transfer (automatic)",Loyal,Yes
6023-GSSXW,Female,69,61.45,4131.20,"Two year",DSL,"Credit card (automatic)",Loyal,No
6752-APNJL,Male,42,54.50,2301.15,Month-to-month,DSL,"Mailed check",Loyal,No
5276-KQWHG,Female,2,69.60,131.65,Month-to-month,"Fiber optic","Electronic check",New,Yes
0420-HLGXF,Female,39,99.75,4036.00,Month-to-month,"Fiber optic","Electronic check",Loyal,No
7446-KQISO,Male,45,109.75,4900.65,"Two year","Fiber optic","Bank transfer (automatic)",Loyal,No
9823-EALYC,Male,72,80.85,5727.45,"Two year",DSL,"Bank transfer (automatic)",Loyal,No
5803-NQJZO,Male,72,67.80,4804.65,"Two year",DSL,"Bank transfer (automatic)",Loyal,No
0743-HRVFF,Female,51,56.15,2898.95,"One year",DSL,"Electronic check",Loyal,No
4006-HKYHO,Male,63,86.70,5309.50,"Two year",DSL,"Bank transfer (automatic)",Loyal,No
6689-KXGBO,Female,1,50.55,50.55,Month-to-month,DSL,"Electronic check",New,Yes
9667-TKTVZ,Female,2,54.35,117.05,Month-to-month,DSL,"Mailed check",New,No
3657-COGMW,Female,52,108.10,5839.30,Month-to-month,"Fiber optic","Credit card (automatic)",Loyal,No
8570-KLJYJ,Female,36,54.45,1893.50,"One year",DSL,"Mailed check",Loyal,No
7754-IXRMC,Female,1,45.35,45.35,Month-to-month,DSL,"Mailed check",New,No
9473-CBZOP,Female,28,59.00,1654.45,"One year",DSL,"Mailed check",Loyal,No
2969-WGHQO,Female,7,69.45,477.05,"One year",DSL,"Electronic check",Mid,No
6615-NGGZJ,Male,14,100.55,1415.55,Month-to-month,"Fiber optic","Electronic check",Loyal,Yes
4334-HOWRP,Male,72,64.95,4546.00,"Two year",DSL,"Credit card (automatic)",Loyal,No
1329-VHWNP,Female,7,25.05,189.95,Month-to-month,DSL,"Bank transfer (automatic)",Mid,No
2984-MIIZL,Male,4,74.80,321.90,Month-to-month,"Fiber optic","Bank transfer (automatic)",New,Yes
0266-GMEAO,Male,72,114.30,8058.55,"Two year","Fiber optic","Credit card (automatic)",Loyal,No
5590-YRFJT,Female,20,24.45,482.80,Month-to-month,DSL,"Electronic check",Loyal,Yes
5574-NXZIU,Male,63,109.20,7049.75,"Two year","Fiber optic","Credit card (automatic)",Loyal,No
0019-GFNTW,Female,56,45.05,2560.10,"Two year",DSL,"Bank transfer (automatic)",Loyal,No
4256-ZWTZI,Female,5,51.00,286.80,Month-to-month,DSL,"Mailed check",New,No
8309-PPCED,Female,72,110.45,7982.50,"Two year","Fiber optic","Bank transfer (automatic)",Loyal,No
4098-NAUKP,Male,68,84.65,5683.60,Month-to-month,"Fiber optic","Electronic check",Loyal,No
5196-WPYOW,Male,67,60.05,3994.05,"One year",DSL,"Mailed check",Loyal,No
4608-LCIMN,Male,8,44.65,369.15,Month-to-month,DSL,"Bank transfer (automatic)",Mid,No
1485-YDHMM,Male,52,93.25,4631.70,Month-to-month,"Fiber optic","Bank transfer (automatic)",Loyal,No
8161-QYMTT,Male,7,94.10,701.30,Month-to-month,"Fiber optic","Electronic check",Mid,No
9581-GVBXT,Male,59,34.80,1980.30,"One year",DSL,"Mailed check",Loyal,No
5862-BRIXZ,Male,46,60.75,2893.40,"Two year",DSL,"Bank transfer (automatic)",Loyal,No
5404-GGUKR,Male,5,51.35,262.30,Month-to-month,DSL,"Electronic check",New,No
3308-JSGML,Male,59,64.05,3886.85,"Two year",DSL,"Credit card (automatic)",Loyal,No
2126-GSEGL,Female,70,84.80,5917.55,"Two year",DSL,"Bank transfer (automatic)",Loyal,No
3677-TNKIO,Female,14,71.00,914.00,Month-to-month,"Fiber optic","Credit card (automatic)",Loyal,Yes
0440-QEXBZ,Female,44,50.15,2139.10,Month-to-month,DSL,"Mailed check",Loyal,No
2434-EEVDB,Female,64,94.60,5948.70,"Two year","Fiber optic","Credit card (automatic)",Loyal,No
6762-QVYJO,Female,58,59.75,3624.35,"Two year",DSL,"Mailed check",Loyal,No
6199-IWKGC,Female,46,100.25,4753.85,"One year","Fiber optic","Electronic check",Loyal,No
2675-DHUTR,Male,58,98.90,5780.70,Month-to-month,"Fiber optic","Electronic check",Loyal,No
8152-VETUR,Female,72,97.70,6869.70,"Two year","Fiber optic","Credit card (automatic)",Loyal,No
9667-EQRXU,Female,30,40.30,1172.95,Month-to-month,DSL,"Electronic check",Loyal,Yes
7446-YPODE,Male,11,60.25,662.95,Month-to-month,DSL,"Bank transfer (automatic)",Mid,No
9522-BNTHX,Female,34,56.25,1765.95,Month-to-month,DSL,"Electronic check",Loyal,No
4676-WLUHT,Male,54,46.20,2431.95,"Two year",DSL,"Bank transfer (automatic)",Loyal,No
3329-WDIOK,Female,3,50.60,155.35,Month-to-month,DSL,"Electronic check",New,Yes
2873-ZLIWT,Female,40,84.85,3303.05,Month-to-month,"Fiber optic","Electronic check",Loyal,Yes
3415-TAILE,Female,2,65.70,134.35,Month-to-month,DSL,"Mailed check",New,Yes
0757-WCUUZ,Male,54,63.35,3409.10,"Two year",DSL,"Credit card (automatic)",Loyal,No
1629-DQQVB,Female,14,50.10,709.50,Month-to-month,DSL,"Bank transfer (automatic)",Loyal,No
1915-IOFGU,Female,1,70.50,70.50,Month-to-month,"Fiber optic","Electronic check",New,Yes
3045-XETSH,Female,10,94.85,953.45,Month-to-month,"Fiber optic","Electronic check",Mid,Yes
0374-AACSZ,Female,1,50.15,50.15,Month-to-month,DSL,"Electronic check",New,No
4872-VXRIL,Male,56,64.65,3665.55,"One year",DSL,"Bank transfer (automatic)",Loyal,No
9140-CZQZZ,Female,68,79.60,5515.80,"Two year",DSL,"Bank transfer (automatic)",Loyal,No
9938-TKDGL,Male,68,99.55,6668.00,"Two year","Fiber optic","Electronic check",Loyal,No
0531-ZZJWQ,Male,55,74.00,4052.40,Month-to-month,"Fiber optic","Electronic check",Loyal,No
6537-QLGEX,Female,16,38.90,664.40,Month-to-month,DSL,"Electronic check",Loyal,No
2688-BHGOG,Male,9,79.55,718.55,Month-to-month,"Fiber optic","Electronic check",Mid,No
7683-CBDKJ,Male,14,65.45,937.60,Month-to-month,DSL,"Electronic check",Loyal,Yes
0946-CLJTI,Male,58,98.70,5812.60,Month-to-month,"Fiber optic","Electronic check",Loyal,Yes
3160-TYXLT,Male,53,46.30,2546.85,Month-to-month,DSL,"Bank transfer (automatic)",Loyal,No
1325-USMEC,Male,70,99.35,6944.50,"Two year","Fiber optic","Credit card (automatic)",Loyal,No
0916-QOFDP,Female,14,95.80,1346.30,Month-to-month,"Fiber optic","Electronic check",Loyal,No
0628-CNQRM,Male,22,67.50,1544.05,"One year",DSL,"Bank transfer (automatic)",Loyal,Yes
5606-AMZBO,Female,10,78.15,765.15,Month-to-month,"Fiber optic","Credit card (automatic)",Mid,No
7665-TOALD,Female,1,69.60,69.60,Month-to-month,"Fiber optic","Electronic check",New,Yes
0112-QWPNC,Male,49,84.35,4059.35,"One year",DSL,"Electronic check",Loyal,Yes
0324-BRPCJ,Female,68,100.20,6851.65,Month-to-month,"Fiber optic","Electronic check",Loyal,Yes
2777-PHDEI,Female,1,78.05,78.05,Month-to-month,"Fiber optic","Electronic check",New,Yes
5640-CAXOA,Female,30,40.35,1187.05,"One year",DSL,"Credit card (automatic)",Loyal,No
2235-EZAIK,Female,72,79.20,5401.90,"Two year",DSL,"Credit card (automatic)",Loyal,No
1196-AMORA,Male,7,73.60,520.00,Month-to-month,"Fiber optic","Electronic check",Mid,Yes
4282-YMKNA,Female,9,74.75,706.60,Month-to-month,"Fiber optic","Electronic check",Mid,Yes
1453-RZFON,Female,1,49.90,49.90,Month-to-month,DSL,"Mailed check",New,No
8263-OKETD,Female,20,68.90,1370.35,Month-to-month,DSL,"Credit card (automatic)",Loyal,No
2476-YGEFM,Female,29,76.00,2215.25,Month-to-month,"Fiber optic","Credit card (automatic)",Loyal,No
8687-BAFGU,Male,1,74.00,74.00,Month-to-month,"Fiber optic","Electronic check",New,No
0641-EVBOJ,Male,3,82.30,214.40,Month-to-month,"Fiber optic","Mailed check",New,No
0829-XXPLX,Female,20,89.40,1871.15,Month-to-month,"Fiber optic","Bank transfer (automatic)",Loyal,No
9974-JFBHQ,Male,64,99.15,6171.20,Month-to-month,"Fiber optic","Credit card (automatic)",Loyal,No
6624-JDRDS,Female,6,29.45,161.45,Month-to-month,DSL,"Bank transfer (automatic)",New,No
9780-FKVVF,Male,6,59.15,336.70,Month-to-month,DSL,"Bank transfer (automatic)",New,No
1919-RTPQD,Male,7,44.75,333.65,Month-to-month,DSL,"Electronic check",Mid,No
5214-NLTIT,Male,72,90.80,6511.80,"Two year","Fiber optic","Credit card (automatic)",Loyal,No
3345-PBBFH,Male,8,49.55,393.45,Month-to-month,DSL,"Bank transfer (automatic)",Mid,No
5055-BRMNE,Female,67,106.70,7009.50,"Two year","Fiber optic","Credit card (automatic)",Loyal,No
9189-JWSHV,Female,24,93.55,2264.05,Month-to-month,"Fiber optic","Electronic check",Loyal,Yes
2190-PHBHR,Female,72,94.45,6921.70,"Two year","Fiber optic","Credit card (automatic)",Loyal,No
0746-JTRFU,Male,2,25.05,56.35,Month-to-month,DSL,"Electronic check",New,Yes
5208-FVQKB,Male,70,67.95,4664.15,"Two year",DSL,"Mailed check",Loyal,No
7184-LRUUR,Female,22,65.25,1441.80,"One year",DSL,"Bank transfer (automatic)",Loyal,No
6627-CFOSN,Female,59,99.45,5623.70,Month-to-month,"Fiber optic","Bank transfer (automatic)",Loyal,No
7247-XOZPB,Male,53,77.40,4155.95,"One year",DSL,"Bank transfer (automatic)",Loyal,No
6211-WWLTF,Male,63,99.70,6330.40,"Two year","Fiber optic","Credit card (automatic)",Loyal,No
4826-TZEVA,Female,40,74.80,2971.70,Month-to-month,"Fiber optic","Credit card (automatic)",Loyal,No
9138-EFSMO,Male,26,78.95,2034.25,"One year","Fiber optic","Bank transfer (automatic)",Loyal,No
0576-WNXXC,Male,27,95.55,2510.20,Month-to-month,"Fiber optic","Electronic check",Loyal,Yes
4632-XJMEX,Male,53,62.85,3419.50,"One year",DSL,"Credit card (automatic)",Loyal,No
8910-LEDAG,Male,34,71.55,2427.35,Month-to-month,"Fiber optic","Credit card (automatic)",Loyal,No
3452-GWUIN,Female,19,94.95,1760.25,Month-to-month,"Fiber optic","Electronic check",Loyal,No
2716-GFZOR,Male,43,86.10,3551.65,Month-to-month,"Fiber optic","Credit card (automatic)",Loyal,No
4628-CTTLA,Male,57,39.30,2111.45,Month-to-month,DSL,"Electronic check",Loyal,Yes
3192-LNKRK,Male,34,84.05,2909.95,Month-to-month,"Fiber optic","Mailed check",Loyal,No
4439-YRNVD,Female,10,36.25,374.00,Month-to-month,DSL,"Electronic check",Mid,No
6834-NXDCA,Female,13,23.90,300.80,Month-to-month,DSL,"Electronic check",Loyal,Yes
2208-UGTGR,Male,56,98.60,5581.05,Month-to-month,"Fiber optic","Electronic check",Loyal,No
3005-TYFRD,Female,55,103.65,5676.65,Month-to-month,"Fiber optic","Credit card (automatic)",Loyal,No
8670-MEFCP,Female,36,92.90,3379.25,"Two year",DSL,"Credit card (automatic)",Loyal,No
5597-GLBUC,Female,1,85.45,85.45,Month-to-month,"Fiber optic","Electronic check",New,Yes
7278-CKDNC,Male,24,80.50,2088.45,Month-to-month,"Fiber optic","Electronic check",Loyal,No
2748-MYRVK,Female,63,99.90,6137.00,"One year","Fiber optic","Bank transfer (automatic)",Loyal,Yes
8450-UYIBU,Female,35,39.85,1434.60,Month-to-month,DSL,"Electronic check",Loyal,No
2969-VAPYH,Female,67,60.50,3870.00,"One year",DSL,"Credit card (automatic)",Loyal,No
4822-YCXMX,Male,25,84.80,2043.45,Month-to-month,"Fiber optic","Electronic check",Loyal,Yes
7181-OQCUT,Male,21,103.85,2215.00,Month-to-month,"Fiber optic","Mailed check",Loyal,No
8474-UMLNT,Female,13,67.80,842.25,Month-to-month,DSL,"Bank transfer (automatic)",Loyal,No
9821-POOTN,Male,35,75.20,2576.20,Month-to-month,"Fiber optic","Electronic check",Loyal,Yes
6559-ILWKJ,Male,71,49.35,3515.25,"Two year",DSL,"Electronic check",Loyal,Yes
0187-QSXOE,Male,7,89.00,605.45,Month-to-month,"Fiber optic","Electronic check",Mid,No
7733-UDMTP,Female,57,55.00,3094.05,Month-to-month,DSL,"Electronic check",Loyal,No
2649-HWLYB,Male,65,76.15,4929.55,"Two year",DSL,"Bank transfer (automatic)",Loyal,No
4229-CZMLL,Male,6,74.90,469.80,Month-to-month,"Fiber optic","Electronic check",New,Yes
6904-JLBGY,Female,72,117.35,8436.25,"Two year","Fiber optic","Credit card (automatic)",Loyal,No
1685-VAYJF,Male,11,45.20,492.00,Month-to-month,DSL,"Credit card (automatic)",Mid,No
6917-YACBP,Female,59,89.75,5496.90,Month-to-month,"Fiber optic","Electronic check",Loyal,No
5049-MUBWG,Male,26,75.00,1908.35,"One year",DSL,"Bank transfer (automatic)",Loyal,No
4223-WOZCM,Male,2,49.95,107.10,Month-to-month,DSL,"Mailed check",New,No
0769-MURVM,Female,72,65.70,4575.35,"Two year",DSL,"Bank transfer (automatic)",Loyal,No
9253-VIFJQ,Male,65,67.05,4309.55,"One year",DSL,"Credit card (automatic)",Loyal,No
7030-FZTFM,Male,72,110.90,7922.75,"Two year","Fiber optic","Credit card (automatic)",Loyal,No
9741-YLNTD,Male,6,87.95,522.35,Month-to-month,"Fiber optic","Bank transfer (automatic)",New,No
5120-ZBLAI,Female,50,75.70,3876.20,"One year",DSL,"Bank transfer (automatic)",Loyal,No
1194-BHJYC,Male,61,62.15,3778.85,"Two year",DSL,"Mailed check",Loyal,No
3663-MITLP,Female,15,101.25,1457.25,Month-to-month,"Fiber optic","Electronic check",Loyal,Yes
0906-QVPMS,Male,72,115.15,8349.45,"Two year","Fiber optic","Bank transfer (automatic)",Loyal,No
7858-GTZSP,Female,12,86.55,1066.90,Month-to-month,"Fiber optic","Electronic check",Mid,No
3285-UCQVC,Female,37,28.60,973.55,Month-to-month,DSL,"Credit card (automatic)",Loyal,Yes
3470-BTGQO,Male,21,45.65,985.05,Month-to-month,DSL,"Mailed check",Loyal,No
1209-VFFOC,Male,68,56.40,3948.45,"Two year",DSL,"Mailed check",Loyal,No
8224-DWCKX,Male,12,73.30,828.05,Month-to-month,"Fiber optic","Credit card (automatic)",Mid,No
5482-PLVPE,Female,2,24.35,41.85,Month-to-month,DSL,"Electronic check",New,Yes
4553-DVPZG,Female,62,101.35,6164.70,Month-to-month,"Fiber optic","Electronic check",Loyal,No
4902-OHLSK,Female,29,98.65,2862.75,Month-to-month,"Fiber optic","Electronic check",Loyal,Yes
6917-IAYHD,Male,1,33.60,33.60,Month-to-month,DSL,"Mailed check",New,No
0495-ZBNGW,Male,5,79.90,343.95,Month-to-month,"Fiber optic","Bank transfer (automatic)",New,Yes
7572-KPVKK,Male,62,104.05,6590.50,"Two year","Fiber optic","Electronic check",Loyal,No
2357-COQEK,Female,28,103.30,2890.65,Month-to-month,"Fiber optic","Electronic check",Loyal,Yes
7103-ZGVNT,Female,69,73.70,4885.85,"One year",DSL,"Credit card (automatic)",Loyal,No
3737-GCSPV,Female,11,96.20,1222.05,Month-to-month,"Fiber optic","Credit card (automatic)",Mid,Yes
2027-WKXMW,Female,63,108.75,6871.70,Month-to-month,"Fiber optic","Electronic check",Loyal,No
1768-HNVGJ,Female,45,70.05,3062.45,Month-to-month,DSL,"Electronic check",Loyal,No
5934-RMPOV,Female,22,84.75,1816.75,Month-to-month,"Fiber optic","Electronic check",Loyal,No
4088-YLDSU,Male,55,104.15,5743.05,"One year","Fiber optic","Electronic check",Loyal,Yes
8316-BBQAY,Female,65,59.95,3921.10,"Two year",DSL,"Credit card (automatic)",Loyal,No
4395-PZMSN,Male,5,85.55,408.50,Month-to-month,"Fiber optic","Electronic check",New,No
6427-FEFIG,Female,24,78.60,1846.65,"Two year",DSL,"Credit card (automatic)",Loyal,No
0017-IUDMW,Female,72,116.80,8456.75,"Two year","Fiber optic","Credit card (automatic)",Loyal,No
8706-HRADD,Male,21,43.55,1011.50,Month-to-month,DSL,"Mailed check",Loyal,No
9955-QOPOY,Male,69,60.80,4263.40,"One year",DSL,"Credit card (automatic)",Loyal,No
4385-ZKVNW,Male,44,54.90,2549.10,Month-to-month,DSL,"Bank transfer (automatic)",Loyal,No
5446-DKWYW,Female,61,65.20,3965.05,"One year",DSL,"Electronic check",Loyal,No
2034-CGRHZ,Male,24,102.95,2496.70,Month-to-month,"Fiber optic","Credit card (automatic)",Loyal,Yes
5797-APWZC,Female,1,90.60,90.60,Month-to-month,"Fiber optic","Electronic check",New,Yes
3683-QKIUE,Female,6,50.80,288.05,Month-to-month,DSL,"Bank transfer (automatic)",New,Yes
4228-ZGYUW,Male,4,90.05,368.10,Month-to-month,"Fiber optic","Electronic check",New,Yes
9031-ZVQPT,Male,72,108.20,7840.60,"Two year","Fiber optic","Electronic check",Loyal,No
2990-IAJSV,Male,72,92.00,6632.75,"Two year",DSL,"Bank transfer (automatic)",Loyal,No
8107-KNCIM,Male,14,75.10,1013.35,Month-to-month,"Fiber optic","Electronic check",Loyal,No
5176-LDKUH,Female,48,75.15,3772.65,"One year","Fiber optic","Electronic check",Loyal,No
6480-YAGIY,Male,45,112.20,5031.85,"One year","Fiber optic","Credit card (automatic)",Loyal,No
4029-HPFVY,Male,3,70.30,220.40,Month-to-month,"Fiber optic","Mailed check",New,No
3519-ZKXGG,Female,3,75.85,256.60,Month-to-month,"Fiber optic","Electronic check",New,Yes
5457-COLHT,Male,69,80.65,5542.55,"Two year",DSL,"Bank transfer (automatic)",Loyal,No
6416-TVAIH,Male,1,68.50,68.50,Month-to-month,"Fiber optic","Electronic check",New,Yes
5451-YHYPW,Female,72,115.75,8443.70,"Two year","Fiber optic","Credit card (automatic)",Loyal,No
5108-ADXWO,Male,11,73.50,791.75,Month-to-month,"Fiber optic","Electronic check",Mid,Yes
7998-WNZEM,Male,71,80.60,5708.20,"Two year",DSL,"Bank transfer (automatic)",Loyal,No
3066-RRJIO,Female,1,69.95,69.95,Month-to-month,"Fiber optic","Mailed check",New,Yes
4664-NJCMS,Female,33,59.55,2016.30,"Two year",DSL,"Bank transfer (automatic)",Loyal,No
7629-WFGLW,Female,56,95.65,5471.75,"One year","Fiber optic","Electronic check",Loyal,No
6715-OFDBP,Male,5,70.05,346.40,Month-to-month,DSL,"Electronic check",New,Yes
6481-LXPWL,Male,56,36.10,1971.50,"One year",DSL,"Credit card (automatic)",Loyal,No
1567-DSCIC,Male,8,94.00,773.65,Month-to-month,"Fiber optic","Electronic check",Mid,Yes
2150-UWTFY,Female,22,61.15,1422.05,Month-to-month,DSL,"Mailed check",Loyal,Yes
9362-MWODR,Female,40,64.10,2460.35,Month-to-month,DSL,"Credit card (automatic)",Loyal,No
5153-LXKDT,Male,68,110.20,7467.50,"Two year","Fiber optic","Electronic check",Loyal,No
5161-UBZXI,Male,69,106.35,7261.75,"Two year","Fiber optic","Credit card (automatic)",Loyal,No
1020-JPQOW,Female,56,90.55,5116.60,Month-to-month,"Fiber optic","Electronic check",Loyal,No
7919-ZODZZ,Female,10,65.90,660.05,"One year",DSL,"Mailed check",Mid,No
0565-JUPYD,Male,63,104.50,6590.80,"One year","Fiber optic","Credit card (automatic)",Loyal,No
6867-ACCZI,Female,24,52.50,1208.15,"Two year",DSL,"Mailed check",Loyal,No
5939-XAIXZ,Female,19,56.10,1033.90,Month-to-month,DSL,"Mailed check",Loyal,No
9054-FOWNV,Male,22,88.75,1885.15,Month-to-month,"Fiber optic","Electronic check",Loyal,No
2683-BPJSO,Male,29,84.45,2467.10,Month-to-month,"Fiber optic","Electronic check",Loyal,Yes
2157-MXBJS,Male,13,75.30,989.45,"One year",DSL,"Mailed check",Loyal,Yes
9732-EQMWY,Female,49,99.40,5025.00,Month-to-month,"Fiber optic","Electronic check",Loyal,No
9360-AHGNL,Female,43,109.55,4830.25,"One year","Fiber optic","Mailed check",Loyal,Yes
5269-NRGDP,Male,42,73.15,3088.25,"One year",DSL,"Electronic check",Loyal,No
6195-MELTI,Male,57,54.65,3134.70,"One year",DSL,"Mailed check",Loyal,No
5485-WUYWF,Male,2,66.40,94.55,Month-to-month,DSL,"Bank transfer (automatic)",New,Yes
2121-JAFOM,Female,72,115.55,8312.40,"Two year","Fiber optic","Credit card (automatic)",Loyal,No
8818-DOPVL,Female,46,104.45,4863.85,Month-to-month,"Fiber optic","Electronic check",Loyal,No
2632-UCGVD,Male,66,100.05,6871.90,Month-to-month,"Fiber optic","Credit card (automatic)",Loyal,Yes
5445-PZWGX,Male,62,102.00,6529.25,"One year","Fiber optic","Electronic check",Loyal,Yes
1227-UDMZR,Female,72,91.15,6637.90,"Two year",DSL,"Bank transfer (automatic)",Loyal,No
5198-HQAEN,Male,35,89.70,3165.60,"One year","Fiber optic","Electronic check",Loyal,No
9170-CCKOU,Male,17,90.20,1454.15,Month-to-month,"Fiber optic","Credit card (automatic)",Loyal,Yes
2167-FQSTQ,Female,72,92.40,6786.10,"Two year",DSL,"Electronic check",Loyal,No
3814-MLAXC,Female,31,79.85,2404.15,Month-to-month,"Fiber optic","Credit card (automatic)",Loyal,Yes
1226-UDFZR,Female,2,49.60,114.70,Month-to-month,DSL,"Mailed check",New,Yes
6821-JPCDC,Female,48,97.05,4692.95,"One year","Fiber optic","Electronic check",Loyal,No
8582-KRHPJ,Male,50,35.00,1782.40,Month-to-month,DSL,"Mailed check",Loyal,No
5811-IWXYM,Female,52,101.25,5301.10,"One year","Fiber optic","Bank transfer (automatic)",Loyal,No
7044-YAACC,Male,4,70.20,280.35,Month-to-month,"Fiber optic","Electronic check",New,No
8189-XRIKE,Female,32,90.95,2897.95,Month-to-month,"Fiber optic","Electronic check",Loyal,No
1506-YJTYT,Male,45,73.85,3371.00,"Two year",DSL,"Credit card (automatic)",Loyal,No
4123-DVHPH,Male,9,88.05,801.30,Month-to-month,"Fiber optic","Electronic check",Mid,No
6425-YQLLO,Female,66,105.95,6975.25,"One year","Fiber optic","Credit card (automatic)",Loyal,Yes
5442-UTCVD,Male,3,91.85,257.05,Month-to-month,"Fiber optic","Electronic check",New,Yes
7734-DBOAI,Female,1,40.10,40.10,Month-to-month,DSL,"Electronic check",New,Yes
2789-CZANW,Female,64,110.30,6997.30,"Two year","Fiber optic","Bank transfer (automatic)",Loyal,No
2091-RFFBA,Female,31,73.90,2217.15,Month-to-month,"Fiber optic","Electronic check",Loyal,Yes
2114-MGINA,Female,14,89.80,1129.10,Month-to-month,"Fiber optic","Mailed check",Loyal,Yes
7596-LDUXP,Female,12,85.15,979.05,"One year","Fiber optic","Credit card (automatic)",Mid,No
3740-RLMVT,Male,67,60.95,4119.40,"One year",DSL,"Bank transfer (automatic)",Loyal,No
4489-SNOJF,Female,35,72.25,2568.55,Month-to-month,DSL,"Electronic check",Loyal,Yes
2192-OZITF,Female,45,73.55,3349.10,"Two year",DSL,"Mailed check",Loyal,No
5651-CPDND,Male,10,46.00,492.10,Month-to-month,DSL,"Mailed check",Mid,No
2186-QZEYA,Female,29,58.55,1718.95,Month-to-month,DSL,"Bank transfer (automatic)",Loyal,No
9134-WYRVP,Male,51,86.35,4267.15,"One year","Fiber optic","Mailed check",Loyal,No
2931-SVLTV,Male,40,110.10,4469.10,Month-to-month,"Fiber optic","Credit card (automatic)",Loyal,No
6899-PPEEA,Female,37,96.55,3580.30,Month-to-month,"Fiber optic","Electronic check",Loyal,Yes
7504-UWHNB,Male,25,69.75,1729.35,Month-to-month,"Fiber optic","Electronic check",Loyal,No
2582-FFFZR,Female,22,50.60,1073.30,Month-to-month,DSL,"Electronic check",Loyal,No
8908-NMQTX,Male,72,65.60,4566.50,"Two year",DSL,"Bank transfer (automatic)",Loyal,No
2187-LZGPL,Female,7,40.10,293.30,Month-to-month,DSL,"Credit card (automatic)",Mid,Yes
1431-AIDJQ,Male,33,82.10,2603.10,"Two year",DSL,"Credit card (automatic)",Loyal,No
6288-LBEAR,Female,23,79.10,1783.75,Month-to-month,"Fiber optic","Mailed check",Loyal,No
4597-NUCQV,Male,24,101.25,2440.15,Month-to-month,"Fiber optic","Electronic check",Loyal,Yes
9019-QVLZD,Female,1,79.55,79.55,Month-to-month,"Fiber optic","Electronic check",New,Yes
8413-YNHNV,Male,69,90.65,6322.10,"Two year",DSL,"Mailed check",Loyal,No
4369-NYSCF,Male,56,75.75,4284.65,"One year",DSL,"Bank transfer (automatic)",Loyal,No
6333-YDVLT,Male,65,110.00,7138.65,"One year","Fiber optic","Credit card (automatic)",Loyal,No
5599-HVLTW,Female,14,80.35,1058.10,Month-to-month,"Fiber optic","Bank transfer (automatic)",Loyal,No
7394-LWLYN,Female,2,70.15,123.80,Month-to-month,"Fiber optic","Electronic check",New,No
3707-LRWZD,Female,32,84.05,2781.85,"One year","Fiber optic","Electronic check",Loyal,Yes
6873-UDNLD,Male,40,67.45,2731.00,Month-to-month,DSL,"Electronic check",Loyal,No
1455-ESIQH,Male,1,89.10,89.10,Month-to-month,"Fiber optic","Electronic check",New,Yes
0958-YHXGP,Female,7,69.90,497.30,Month-to-month,"Fiber optic","Mailed check",Mid,No
1101-SSWAG,Female,15,51.10,711.15,Month-to-month,DSL,"Electronic check",Loyal,No
2979-SXESE,Female,17,94.40,1607.20,Month-to-month,"Fiber optic","Electronic check",Loyal,Yes
4013-TLDHQ,Male,19,78.25,1490.95,Month-to-month,"Fiber optic","Electronic check",Loyal,Yes
4194-FJARJ,Female,54,60.00,3273.95,"Two year",DSL,"Bank transfer (automatic)",Loyal,No
5325-UWTWJ,Male,31,90.55,2929.75,Month-to-month,"Fiber optic","Credit card (automatic)",Loyal,No
3969-GYXEL,Female,11,76.40,838.70,Month-to-month,"Fiber optic","Electronic check",Mid,No
9208-OLGAQ,Female,18,84.95,1443.65,Month-to-month,"Fiber optic","Electronic check",Loyal,No
3244-CQPHU,Female,72,110.10,7746.70,"Two year","Fiber optic","Bank transfer (automatic)",Loyal,No
