,tenure,MonthlyCharges,TotalCharges,gender_Male,Contract_One year,Contract_Two year,InternetService_Fiber optic,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,tenure_group_Mid,tenure_group_New,Churn_Yes
3098,8,29.25,226.95,False,False,False,False,False,False,True,True,False,False
3099,7,84.55,646.85,False,False,False,True,False,True,False,True,False,True
3100,68,111.75,7511.3,False,False,True,True,True,False,False,False,False,False
3101,52,106.5,5621.85,False,True,False,True,False,True,False,False,False,False
3102,72,107.7,7919.8,True,False,True,True,True,False,False,False,False,False
3103,1,69.95,69.95,True,False,False,True,True,False,False,False,True,False
3104,42,63.7,2763.35,True,True,False,False,True,False,False,False,False,False
3105,45,50.9,2298.55,True,False,False,False,False,False,False,False,False,False
3106,43,60.4,2640.55,False,True,False,False,True,False,False,False,False,False
3107,37,79.25,2911.8,True,True,False,False,False,False,True,False,False,False
3108,20,85.8,1727.5,False,False,False,True,True,False,False,False,False,True
3109,4,24.45,86.6,False,False,False,False,False,True,False,False,True,True
3110,63,110.1,6705.7,True,False,True,True,True,False,False,False,False,False
3111,3,90.7,237.65,True,False,False,True,False,False,True,False,True,False
3112,28,105.7,2979.5,True,False,False,True,False,True,False,False,False,True
3113,8,85.2,695.75,False,False,False,True,False,True,False,True,False,False
3114,1,24.25,24.25,True,False,False,False,False,True,False,False,True,True
3115,16,54.55,825.1,True,False,False,False,False,False,False,False,False,False
3116,66,96.6,6424.25,True,False,True,True,False,False,True,False,False,False
3117,11,76.5,837.95,False,False,False,True,False,True,False,True,False,True
3118,51,81.15,4126.2,True,True,False,False,True,False,False,False,False,False
3119,8,38.5,330.8,False,False,False,False,False,True,False,True,False,False
3120,14,92.9,1337.45,True,False,False,True,False,True,False,False,False,False
3121,4,93.5,362.2,False,False,False,True,False,True,False,False,True,True
3122,70,84.7,5991.05,False,False,True,False,False,False,True,False,False,False
3123,70,66.0,4891.5,False,False,True,False,False,True,False,False,False,False
3124,54,101.5,5373.1,False,True,False,True,True,False,False,False,False,True
3125,28,74.9,2068.55,True,False,False,True,False,False,False,False,False,True
3126,69,61.45,4131.2,False,False,True,False,True,False,False,False,False,False
3127,42,54.5,2301.15,True,False,False,False,False,False,True,False,False,False
3128,2,69.6,131.65,False,False,False,True,False,True,False,False,True,True
3129,39,99.75,4036.0,False,False,False,True,False,True,False,False,False,False
3130,45,109.75,4900.65,True,False,True,True,False,False,False,False,False,False
3131,72,80.85,5727.45,True,False,True,False,False,False,False,False,False,False
3132,72,67.8,4804.65,True,False,True,False,False,False,False,False,False,False
3133,51,56.15,2898.95,False,True,False,False,False,True,False,False,False,False
3134,63,86.7,5309.5,True,False,True,False,False,False,False,False,False,False
3135,1,50.55,50.55,False,False,False,False,False,True,False,False,True,True
3136,2,54.35,117.05,False,False,False,False,False,False,True,False,True,False
3137,52,108.1,5839.3,False,False,False,True,True,False,False,False,False,False
3138,36,54.45,1893.5,False,True,False,False,False,False,True,False,False,False
3139,1,45.35,45.35,False,False,False,False,False,False,True,False,True,False
3140,28,59.0,1654.45,False,True,False,False,False,False,True,False,False,False
3141,7,69.45,477.05,False,True,False,False,False,True,False,True,False,False
3142,14,100.55,1415.55,True,False,False,True,False,True,False,False,False,True
3143,72,64.95,4546.0,True,False,True,False,True,False,False,False,False,False
3144,7,25.05,189.95,False,False,False,False,False,False,False,True,False,False
3145,4,74.8,321.9,True,False,False,True,False,False,False,False,True,True
3146,72,114.3,8058.55,True,False,True,True,True,False,False,False,False,False
3147,20,24.45,482.8,False,False,False,False,False,True,False,False,False,True
3148,63,109.2,7049.75,True,False,True,True,True,False,False,False,False,False
3149,56,45.05,2560.1,False,False,True,False,False,False,False,False,False,False
3150,5,51.0,286.8,False,False,False,False,False,False,True,False,True,False
3151,72,110.45,7982.5,False,False,True,True,False,False,False,False,False,False
3152,68,84.65,5683.6,True,False,False,True,False,True,False,False,False,False
3153,67,60.05,3994.05,True,True,False,False,False,False,True,False,False,False
3154,8,44.65,369.15,True,False,False,False,False,False,False,True,False,False
3155,52,93.25,4631.7,True,False,False,True,False,False,False,False,False,False
3156,7,94.1,701.3,True,False,False,True,False,True,False,True,False,False
3157,59,34.8,1980.3,True,True,False,False,False,False,True,False,False,False
3158,46,60.75,2893.4,True,False,True,False,False,False,False,False,False,False
3159,5,51.35,262.3,True,False,False,False,False,True,False,False,True,False
3160,59,64.05,3886.85,True,False,True,False,True,False,False,False,False,False
3161,70,84.8,5917.55,False,False,True,False,False,False,False,False,False,False
3162,14,71.0,914.0,False,False,False,True,True,False,False,False,False,True
3163,44,50.15,2139.1,False,False,False,False,False,False,True,False,False,False
3164,64,94.6,5948.7,False,False,True,True,True,False,False,False,False,False
3165,58,59.75,3624.35,False,False,True,False,False,False,True,False,False,False
3166,46,100.25,4753.85,False,True,False,True,False,True,False,False,False,False
3167,58,98.9,5780.7,True,False,False,True,False,True,False,False,False,False
3168,72,97.7,6869.7,False,False,True,True,True,False,False,False,False,False
3169,30,40.3,1172.95,False,False,False,False,False,True,False,False,False,True
3170,11,60.25,662.95,True,False,False,False,False,False,False,True,False,False
3171,34,56.25,1765.95,False,False,False,False,False,True,False,False,False,False
3172,54,46.2,2431.95,True,False,True,False,False,False,False,False,False,False
3173,3,50.6,155.35,False,False,False,False,False,True,False,False,True,True
3174,40,84.85,3303.05,False,False,False,True,False,True,False,False,False,True
3175,2,65.7,134.35,False,False,False,False,False,False,True,False,True,True
3176,54,63.35,3409.1,True,False,True,False,True,False,False,False,False,False
3177,14,50.1,709.5,False,False,False,False,False,False,False,False,False,False
3178,1,70.5,70.5,False,False,False,True,False,True,False,False,True,True
3179,10,94.85,953.45,False,False,False,True,False,True,False,True,False,True
3180,1,50.15,50.15,False,False,False,False,False,True,False,False,True,False
3181,56,64.65,3665.55,True,True,False,False,False,False,False,False,False,False
3182,68,79.6,5515.8,False,False,True,False,False,False,False,False,False,False
3183,68,99.55,6668.0,True,False,True,True,False,True,False,False,False,False
3184,55,74.0,4052.4,True,False,False,True,False,True,False,False,False,False
3185,16,38.9,664.4,False,False,False,False,False,True,False,False,False,False
3186,9,79.55,718.55,True,False,False,True,False,True,False,True,False,False
3187,14,65.45,937.6,True,False,False,False,False,True,False,False,False,True
3188,58,98.7,5812.6,True,False,False,True,False,True,False,False,False,True
3189,53,46.3,2546.85,True,False,False,False,False,False,False,False,False,False
3190,70,99.35,6944.5,True,False,True,True,True,False,False,False,False,False
3191,14,95.8,1346.3,False,False,False,True,False,True,False,False,False,False
3192,22,67.5,1544.05,True,True,False,False,False,False,False,False,False,True
3193,10,78.15,765.15,False,False,False,True,True,False,False,True,False,False
3194,1,69.6,69.6,False,False,False,True,False,True,False,False,True,True
3195,49,84.35,4059.35,True,True,False,False,False,True,False,False,False,True
3196,68,100.2,6851.65,False,False,False,True,False,True,False,False,False,True
3197,1,78.05,78.05,False,False,False,True,False,True,False,False,True,True
3198,30,40.35,1187.05,False,True,False,False,True,False,False,False,False,False
3199,72,79.2,5401.9,False,False,True,False,True,False,False,False,False,False
3200,7,73.6,520.0,True,False,False,True,False,True,False,True,False,True
3201,9,74.75,706.6,False,False,False,True,False,True,False,True,False,True
3202,1,49.9,49.9,False,False,False,False,False,False,True,False,True,False
3203,20,68.9,1370.35,False,False,False,False,True,False,False,False,False,False
3204,29,76.0,2215.25,False,False,False,True,True,False,False,False,False,False
3205,1,74.0,74.0,True,False,False,True,False,True,False,False,True,False
3206,3,82.3,214.4,True,False,False,True,False,False,True,False,True,False
3207,20,89.4,1871.15,False,False,False,True,False,False,False,False,False,False
3208,64,99.15,6171.2,True,False,False,True,True,False,False,False,False,False
3209,6,29.45,161.45,False,False,False,False,False,False,False,False,True,False
3210,6,59.15,336.7,True,False,False,False,False,False,False,False,True,False
3211,7,44.75,333.65,True,False,False,False,False,True,False,True,False,False
3212,72,90.8,6511.8,True,False,True,True,True,False,False,False,False,False
3213,8,49.55,393.45,True,False,False,False,False,False,False,True,False,False
3214,67,106.7,7009.5,False,False,True,True,True,False,False,False,False,False
3215,24,93.55,2264.05,False,False,False,True,False,True,False,False,False,True
3216,72,94.45,6921.7,False,False,True,True,True,False,False,False,False,False
3217,2,25.05,56.35,True,False,False,False,False,True,False,False,True,True
3218,70,67.95,4664.15,True,False,True,False,False,False,True,False,False,False
3219,22,65.25,1441.8,False,True,False,False,False,False,False,False,False,False
3220,59,99.45,5623.7,False,False,False,True,False,False,False,False,False,False
3221,53,77.4,4155.95,True,True,False,False,False,False,False,False,False,False
3222,63,99.7,6330.4,True,False,True,True,True,False,False,False,False,False
3223,40,74.8,2971.7,False,False,False,True,True,False,False,False,False,False
3224,26,78.95,2034.25,True,True,False,True,False,False,False,False,False,False
3225,27,95.55,2510.2,True,False,False,True,False,True,False,False,False,True
3226,53,62.85,3419.5,True,True,False,False,True,False,False,False,False,False
3227,34,71.55,2427.35,True,False,False,True,True,False,False,False,False,False
3228,19,94.95,1760.25,False,False,False,True,False,True,False,False,False,False
3229,43,86.1,3551.65,True,False,False,True,True,False,False,False,False,False
3230,57,39.3,2111.45,True,False,False,False,False,True,False,False,False,True
3231,34,84.05,2909.95,True,False,False,True,False,False,True,False,False,False
3232,10,36.25,374.0,False,False,False,False,False,True,False,True,False,False
3233,13,23.9,300.8,False,False,False,False,False,True,False,False,False,True
3234,56,98.6,5581.05,True,False,False,True,False,True,False,False,False,False
3235,55,103.65,5676.65,False,False,False,True,True,False,False,False,False,False
3236,36,92.9,3379.25,False,False,True,False,True,False,False,False,False,False
3237,1,85.45,85.45,False,False,False,True,False,True,False,False,True,True
3238,24,80.5,2088.45,True,False,False,True,False,True,False,False,False,False
3239,63,99.9,6137.0,False,True,False,True,False,False,False,False,False,True
3240,35,39.85,1434.6,False,False,False,False,False,True,False,False,False,False
3241,67,60.5,3870.0,False,True,False,False,True,False,False,False,False,False
3242,25,84.8,2043.45,True,False,False,True,False,True,False,False,False,True
3243,21,103.85,2215.0,True,False,False,True,False,False,True,False,False,False
3244,13,67.8,842.25,False,False,False,False,False,False,False,False,False,False
3245,35,75.2,2576.2,True,False,False,True,False,True,False,False,False,True
3246,71,49.35,3515.25,True,False,True,False,False,True,False,False,False,True
3247,7,89.0,605.45,True,False,False,True,False,True,False,True,False,False
3248,57,55.0,3094.05,False,False,False,False,False,True,False,False,False,False
3249,65,76.15,4929.55,True,False,True,False,False,False,False,False,False,False
3250,6,74.9,469.8,True,False,False,True,False,True,False,False,True,True
3251,72,117.35,8436.25,False,False,True,True,True,False,False,False,False,False
3252,11,45.2,492.0,True,False,False,False,True,False,False,True,False,False
3253,59,89.75,5496.9,False,False,False,True,False,True,False,False,False,False
3254,26,75.0,1908.35,True,True,False,False,False,False,False,False,False,False
3255,2,49.95,107.1,True,False,False,False,False,False,True,False,True,False
3256,72,65.7,4575.35,False,False,True,False,False,False,False,False,False,False
3257,65,67.05,4309.55,True,True,False,False,True,False,False,False,False,False
3258,72,110.9,7922.75,True,False,True,True,True,False,False,False,False,False
3259,6,87.95,522.35,True,False,False,True,False,False,False,False,True,False
3260,50,75.7,3876.2,False,True,False,False,False,False,False,False,False,False
3261,61,62.15,3778.85,True,False,True,False,False,False,True,False,False,False
3262,15,101.25,1457.25,False,False,False,True,False,True,False,False,False,True
3263,72,115.15,8349.45,True,False,True,True,False,False,False,False,False,False
3264,12,86.55,1066.9,False,False,False,True,False,True,False,True,False,False
3265,37,28.6,973.55,False,False,False,False,True,False,False,False,False,True
3266,21,45.65,985.05,True,False,False,False,False,False,True,False,False,False
3267,68,56.4,3948.45,True,False,True,False,False,False,True,False,False,False
3268,12,73.3,828.05,True,False,False,True,True,False,False,True,False,False
3269,2,24.35,41.85,False,False,False,False,False,True,False,False,True,True
3270,62,101.35,6164.7,False,False,False,True,False,True,False,False,False,False
3271,29,98.65,2862.75,False,False,False,True,False,True,False,False,False,True
3272,1,33.6,33.6,True,False,False,False,False,False,True,False,True,False
3273,5,79.9,343.95,True,False,False,True,False,False,False,False,True,True
3274,62,104.05,6590.5,True,False,True,True,False,True,False,False,False,False
3275,28,103.3,2890.65,False,False,False,True,False,True,False,False,False,True
3276,69,73.7,4885.85,False,True,False,False,True,False,False,False,False,False
3277,11,96.2,1222.05,False,False,False,True,True,False,False,True,False,True
3278,63,108.75,6871.7,False,False,False,True,False,True,False,False,False,False
3279,45,70.05,3062.45,False,False,False,False,False,True,False,False,False,False
3280,22,84.75,1816.75,False,False,False,True,False,True,False,False,False,False
3281,55,104.15,5743.05,True,True,False,True,False,True,False,False,False,True
3282,65,59.95,3921.1,False,False,True,False,True,False,False,False,False,False
3283,5,85.55,408.5,True,False,False,True,False,True,False,False,True,False
3284,24,78.6,1846.65,False,False,True,False,True,False,False,False,False,False
3285,72,116.8,8456.75,False,False,True,True,True,False,False,False,False,False
3286,21,43.55,1011.5,True,False,False,False,False,False,True,False,False,False
3287,69,60.8,4263.4,True,True,False,False,True,False,False,False,False,False
3288,44,54.9,2549.1,True,False,False,False,False,False,False,False,False,False
3289,61,65.2,3965.05,False,True,False,False,False,True,False,False,False,False
3290,24,102.95,2496.7,True,False,False,True,True,False,False,False,False,True
3291,1,90.6,90.6,False,False,False,True,False,True,False,False,True,True
3292,6,50.8,288.05,False,False,False,False,False,False,False,False,True,True
3293,4,90.05,368.1,True,False,False,True,False,True,False,False,True,True
3294,72,108.2,7840.6,True,False,True,True,False,True,False,False,False,False
3295,72,92.0,6632.75,True,False,True,False,False,False,False,False,False,False
3296,14,75.1,1013.35,True,False,False,True,False,True,False,False,False,False
3297,48,75.15,3772.65,False,True,False,True,False,True,False,False,False,False
3298,45,112.2,5031.85,True,True,False,True,True,False,False,False,False,False
3299,3,70.3,220.4,True,False,False,True,False,False,True,False,True,False
3300,3,75.85,256.6,False,False,False,True,False,True,False,False,True,True
3301,69,80.65,5542.55,True,False,True,False,False,False,False,False,False,False
3302,1,68.5,68.5,True,False,False,True,False,True,False,False,True,True
3303,72,115.75,8443.7,False,False,True,True,True,False,False,False,False,False
3304,11,73.5,791.75,True,False,False,True,False,True,False,True,False,True
3305,71,80.6,5708.2,True,False,True,False,False,False,False,False,False,False
3306,1,69.95,69.95,False,False,False,True,False,False,True,False,True,True
3307,33,59.55,2016.3,False,False,True,False,False,False,False,False,False,False
3308,56,95.65,5471.75,False,True,False,True,False,True,False,False,False,False
3309,5,70.05,346.4,True,False,False,False,False,True,False,False,True,True
3310,56,36.1,1971.5,True,True,False,False,True,False,False,False,False,False
3311,8,94.0,773.65,True,False,False,True,False,True,False,True,False,True
3312,22,61.15,1422.05,False,False,False,False,False,False,True,False,False,True
3313,40,64.1,2460.35,False,False,False,False,True,False,False,False,False,False
3314,68,110.2,7467.5,True,False,True,True,False,True,False,False,False,False
3315,69,106.35,7261.75,True,False,True,True,True,False,False,False,False,False
3316,56,90.55,5116.6,False,False,False,True,False,True,False,False,False,False
3317,10,65.9,660.05,False,True,False,False,False,False,True,True,False,False
3318,63,104.5,6590.8,True,True,False,True,True,False,False,False,False,False
3319,24,52.5,1208.15,False,False,True,False,False,False,True,False,False,False
3320,19,56.1,1033.9,False,False,False,False,False,False,True,False,False,False
3321,22,88.75,1885.15,True,False,False,True,False,True,False,False,False,False
3322,29,84.45,2467.1,True,False,False,True,False,True,False,False,False,True
3323,13,75.3,989.45,True,True,False,False,False,False,True,False,False,True
3324,49,99.4,5025.0,False,False,False,True,False,True,False,False,False,False
3325,43,109.55,4830.25,False,True,False,True,False,False,True,False,False,True
3326,42,73.15,3088.25,True,True,False,False,False,True,False,False,False,False
3327,57,54.65,3134.7,True,True,False,False,False,False,True,False,False,False
3328,2,66.4,94.55,True,False,False,False,False,False,False,False,True,True
3329,72,115.55,8312.4,False,False,True,True,True,False,False,False,False,False
3330,46,104.45,4863.85,False,False,False,True,False,True,False,False,False,False
3331,66,100.05,6871.9,True,False,False,True,True,False,False,False,False,True
3332,62,102.0,6529.25,True,True,False,True,False,True,False,False,False,True
3333,72,91.15,6637.9,False,False,True,False,False,False,False,False,False,False
3334,35,89.7,3165.6,True,True,False,True,False,True,False,False,False,False
3335,17,90.2,1454.15,True,False,False,True,True,False,False,False,False,True
3336,72,92.4,6786.1,False,False,True,False,False,True,False,False,False,False
3337,31,79.85,2404.15,False,False,False,True,True,False,False,False,False,True
3338,2,49.6,114.7,False,False,False,False,False,False,True,False,True,True
3339,48,97.05,4692.95,False,True,False,True,False,True,False,False,False,False
3340,50,35.0,1782.4,True,False,False,False,False,False,True,False,False,False
3341,52,101.25,5301.1,False,True,False,True,False,False,False,False,False,False
3342,4,70.2,280.35,True,False,False,True,False,True,False,False,True,False
3343,32,90.95,2897.95,False,False,False,True,False,True,False,False,False,False
3344,45,73.85,3371.0,True,False,True,False,True,False,False,False,False,False
3345,9,88.05,801.3,True,False,False,True,False,True,False,True,False,False
3346,66,105.95,6975.25,False,True,False,True,True,False,False,False,False,True
3347,3,91.85,257.05,True,False,False,True,False,True,False,False,True,True
3348,1,40.1,40.1,False,False,False,False,False,True,False,False,True,True
3349,64,110.3,6997.3,False,False,True,True,False,False,False,False,False,False
3350,31,73.9,2217.15,False,False,False,True,False,True,False,False,False,True
3351,14,89.8,1129.1,False,False,False,True,False,False,True,False,False,True
3352,12,85.15,979.05,False,True,False,True,True,False,False,True,False,False
3353,67,60.95,4119.4,True,True,False,False,False,False,False,False,False,False
3354,35,72.25,2568.55,False,False,False,False,False,True,False,False,False,True
3355,45,73.55,3349.1,False,False,True,False,False,False,True,False,False,False
3356,10,46.0,492.1,True,False,False,False,False,False,True,True,False,False
3357,29,58.55,1718.95,False,False,False,False,False,False,False,False,False,False
3358,51,86.35,4267.15,True,True,False,True,False,False,True,False,False,False
3359,40,110.1,4469.1,True,False,False,True,True,False,False,False,False,False
3360,37,96.55,3580.3,False,False,False,True,False,True,False,False,False,True
3361,25,69.75,1729.35,True,False,False,True,False,True,False,False,False,False
3362,22,50.6,1073.3,False,False,False,False,False,True,False,False,False,False
3363,72,65.6,4566.5,True,False,True,False,False,False,False,False,False,False
3364,7,40.1,293.3,False,False,False,False,True,False,False,True,False,True
3365,33,82.1,2603.1,True,False,True,False,True,False,False,False,False,False
3366,23,79.1,1783.75,False,False,False,True,False,False,True,False,False,False
3367,24,101.25,2440.15,True,False,False,True,False,True,False,False,False,True
3368,1,79.55,79.55,False,False,False,True,False,True,False,False,True,True
3369,69,90.65,6322.1,True,False,True,False,False,False,True,False,False,False
3370,56,75.75,4284.65,True,True,False,False,False,False,False,False,False,False
3371,65,110.0,7138.65,True,True,False,True,True,False,False,False,False,False
3372,14,80.35,1058.1,False,False,False,True,False,False,False,False,False,False
3373,2,70.15,123.8,False,False,False,True,False,True,False,False,True,False
3374,32,84.05,2781.85,False,True,False,True,False,True,False,False,False,True
3375,40,67.45,2731.0,True,False,False,False,False,True,False,False,False,False
3376,1,89.1,89.1,True,False,False,True,False,True,False,False,True,True
3377,7,69.9,497.3,False,False,False,True,False,False,True,True,False,False
3378,15,51.1,711.15,False,False,False,False,False,True,False,False,False,False
3379,17,94.4,1607.2,False,False,False,True,False,True,False,False,False,True
3380,19,78.25,1490.95,True,False,False,True,False,True,False,False,False,True
3381,54,60.0,3273.95,False,False,True,False,False,False,False,False,False,False
3382,31,90.55,2929.75,True,False,False,True,True,False,False,False,False,False
3383,11,76.4,838.7,False,False,False,True,False,True,False,True,False,False
3384,18,84.95,1443.65,False,False,False,True,False,True,False,False,False,False
3385,72,110.1,7746.7,False,False,True,True,False,False,False,False,False,False
3386,71,99.65,6951.15,False,False,False,True,True,False,False,False,False,False
3387,5,45.4,214.75,True,False,False,False,True,False,False,False,True,False
3388,38,69.0,2669.45,True,True,False,False,True,False,False,False,False,False
3389,5,48.65,235.2,True,False,False,False,False,False,False,False,True,False
3390,2,44.15,92.65,True,False,False,False,False,True,False,False,True,True
3391,52,59.85,3103.25,False,False,True,False,False,False,False,False,False,False
3392,8,75.75,606.25,False,False,False,True,False,True,False,True,False,True
3393,68,80.65,5330.2,False,False,True,False,False,True,False,False,False,False
3394,42,66.4,2727.8,False,False,False,False,True,False,False,False,False,False
3395,50,100.2,5038.45,False,False,True,True,False,False,True,False,False,False
3396,1,80.3,80.3,True,False,False,True,False,True,False,False,True,True
3397,33,44.55,1462.6,True,False,False,False,True,False,False,False,False,False
3398,64,91.8,5960.5,True,False,False,True,False,True,False,False,False,False
3399,1,74.9,74.9,False,False,False,True,False,True,False,False,True,True
3400,6,50.35,314.55,False,False,False,False,False,True,False,False,True,False
3401,13,64.75,877.35,True,True,False,False,False,True,False,False,False,False
3402,23,98.7,2249.1,False,False,False,True,True,False,False,False,False,False
3403,31,89.45,2807.65,True,False,False,True,False,True,False,False,False,False
3404,29,58.75,1696.2,True,True,False,False,False,True,False,False,False,False
3405,56,85.6,4902.8,False,False,False,True,False,False,False,False,False,False
3406,63,80.3,4995.35,False,False,True,False,True,False,False,False,False,False
3407,63,79.8,5034.05,True,False,True,False,True,False,False,False,False,False
3408,24,79.85,1857.75,True,False,False,True,False,True,False,False,False,False
3409,36,54.1,1992.85,True,True,False,False,True,False,False,False,False,False
3410,9,80.85,751.65,False,False,False,True,False,True,False,True,False,True
3411,3,24.75,66.95,True,False,False,False,False,True,False,False,True,True
3412,21,80.9,1714.95,False,True,False,False,False,False,True,False,False,False
3413,66,114.3,7383.7,True,True,False,True,False,False,False,False,False,False
3414,45,100.3,4483.95,False,True,False,True,False,True,False,False,False,False
3415,22,80.0,1706.45,False,False,False,True,True,False,False,False,False,False
3416,68,89.95,5974.3,False,False,True,True,False,False,False,False,False,False
3417,49,90.85,4515.85,False,False,False,True,True,False,False,False,False,True
3418,4,48.75,179.85,False,False,False,False,False,False,True,False,True,False
3419,63,80.0,5040.2,True,True,False,False,True,False,False,False,False,False
3420,2,79.7,165.0,False,False,False,True,False,False,False,False,True,True
3421,55,57.55,3046.4,True,False,True,False,False,False,False,False,False,True
3422,30,100.4,2936.25,True,False,False,True,False,False,False,False,False,False
3423,22,57.95,1271.8,True,False,False,False,False,False,True,False,False,False
3424,9,59.5,530.05,False,False,False,False,False,False,False,True,False,False
3425,21,86.5,1808.7,False,False,False,True,False,True,False,False,False,True
3426,19,59.55,1144.6,True,False,False,False,False,True,False,False,False,False
3427,69,103.95,7446.9,False,False,False,True,False,True,False,False,False,True
3428,1,25.1,25.1,True,False,False,False,False,True,False,False,True,True
3429,72,103.95,7556.9,False,False,True,True,False,False,False,False,False,False
3430,70,68.95,4858.7,True,False,True,False,True,False,False,False,False,False
3431,66,103.1,6595.0,False,False,False,True,False,False,False,False,False,False
3432,7,24.7,149.05,False,False,False,False,False,True,False,True,False,False
3433,46,110.2,4972.1,False,False,False,True,False,True,False,False,False,False
3434,39,48.95,1880.85,True,False,False,False,True,False,False,False,False,True
3435,32,62.45,2045.55,False,False,False,False,False,False,False,False,False,False
3436,24,89.55,2187.15,True,False,False,True,False,True,False,False,False,False
3437,6,83.55,477.55,True,False,False,True,True,False,False,False,True,True
3438,37,78.9,2976.95,False,False,False,False,True,False,False,False,False,False
3439,72,71.45,5025.85,False,False,True,False,False,False,False,False,False,False
3440,71,46.35,3353.4,True,False,True,False,True,False,False,False,False,False
3441,16,94.65,1461.15,False,False,False,True,False,False,False,False,False,False
3442,57,49.9,2782.4,False,False,False,False,False,False,False,False,False,False
3443,17,89.15,1496.9,False,False,False,True,False,True,False,False,False,True
3444,66,66.1,4428.45,True,False,True,False,True,False,False,False,False,False
3445,17,75.4,1322.55,False,False,False,False,False,False,False,False,False,False
3446,1,70.45,70.45,True,False,False,True,False,False,True,False,True,True
3447,58,60.3,3563.8,True,True,False,False,True,False,False,False,False,True
3448,27,69.35,1927.3,True,True,False,False,True,False,False,False,False,False
3449,34,88.85,3000.25,True,False,False,True,False,False,True,False,False,False
3450,30,97.0,3021.3,True,True,False,True,False,False,False,False,False,False
3451,33,66.4,2245.4,True,False,False,False,True,False,False,False,False,False
3452,1,24.75,24.75,True,False,False,False,False,True,False,False,True,True
3453,14,69.2,944.65,True,False,False,False,False,False,True,False,False,False
3454,16,79.5,1264.2,False,True,False,True,True,False,False,False,False,False
3455,49,100.65,4917.75,False,False,True,True,True,False,False,False,False,False
3456,19,103.3,2012.7,True,False,False,True,False,True,False,False,False,True
3457,70,79.7,5743.3,False,False,True,False,False,False,False,False,False,False
3458,32,61.4,1864.65,False,False,False,False,False,False,False,False,False,False
3459,18,69.8,1221.65,False,False,False,True,False,True,False,False,False,False
3460,37,40.55,1390.85,True,False,True,False,False,False,True,False,False,False
3461,4,75.65,302.35,False,False,False,True,False,True,False,False,True,False
3462,16,90.7,1374.9,False,False,False,True,False,True,False,False,False,False
3463,17,80.5,1336.9,True,False,False,True,False,False,False,False,False,False
3464,19,60.6,1297.8,False,False,False,False,False,True,False,False,False,False
3465,60,101.15,6067.4,True,False,True,True,True,False,False,False,False,False
3466,43,60.0,2548.55,True,False,True,False,False,True,False,False,False,False
3467,3,78.5,242.05,True,False,False,True,False,True,False,False,True,True
3468,1,44.75,44.75,False,False,False,False,False,False,True,False,True,False
3469,63,98.0,6218.45,False,False,True,True,True,False,False,False,False,False
3470,3,79.9,260.9,True,False,False,True,False,True,False,False,True,True
3471,68,107.7,7320.9,True,False,False,True,False,True,False,False,False,False
3472,30,99.7,2967.35,False,False,False,True,False,True,False,False,False,True
3473,60,104.7,6333.8,False,False,True,True,False,True,False,False,False,False
3474,15,58.6,939.7,True,False,False,False,True,False,False,False,False,True
3475,45,93.9,4200.25,True,False,False,True,False,False,False,False,False,False
3476,70,86.45,5950.2,False,False,True,False,True,False,False,False,False,False
3477,10,98.5,1037.75,True,False,False,True,False,True,False,True,False,True
3478,1,50.45,50.45,False,False,False,False,False,False,True,False,True,True
3479,22,75.0,1573.95,True,False,False,True,False,False,False,False,False,False
3480,38,94.65,3624.3,True,False,False,True,False,True,False,False,False,True
3481,1,100.25,100.25,False,False,False,True,True,False,False,False,True,True
3482,18,78.2,1468.75,True,False,False,True,False,True,False,False,False,False
3483,29,94.2,2607.6,True,False,False,True,False,True,False,False,False,False
3484,16,88.45,1422.1,False,False,False,True,False,True,False,False,False,True
3485,1,69.85,69.85,True,False,False,True,False,True,False,False,True,True
3486,12,81.7,858.6,True,False,False,True,False,False,False,True,False,True
3487,31,50.05,1523.4,True,True,False,False,False,True,False,False,False,False
3488,4,79.9,324.3,True,False,False,True,False,True,False,False,True,True
3489,48,69.55,3435.6,False,True,False,False,False,False,True,False,False,False
3490,50,90.1,4549.45,True,True,False,True,True,False,False,False,False,False
3491,7,44.65,322.5,True,False,False,False,False,False,False,True,False,False
3492,41,83.75,3273.55,True,False,False,True,False,False,False,False,False,True
3493,68,80.35,5375.15,True,False,True,True,True,False,False,False,False,False
3494,26,98.1,2510.7,False,False,False,True,False,False,False,False,False,False
3495,57,53.35,3090.05,True,False,True,False,True,False,False,False,False,False
3496,19,48.95,955.6,True,True,False,False,False,False,False,False,False,False
3497,3,54.2,140.4,False,False,False,False,False,True,False,False,True,False
3498,1,69.4,69.4,False,False,False,True,False,False,True,False,True,True
3499,42,40.15,1626.05,True,False,False,False,False,False,False,False,False,False
3500,7,74.9,541.15,False,False,False,True,False,True,False,True,False,True
3501,1,70.35,70.35,True,False,False,True,False,True,False,False,True,False
3502,66,91.7,6075.9,True,False,True,False,False,False,False,False,False,False
3503,61,89.2,5500.6,False,False,False,True,False,False,True,False,False,False
3504,42,74.15,3229.4,False,False,False,True,True,False,False,False,False,True
3505,64,53.85,3399.85,False,True,False,False,False,False,False,False,False,False
3506,54,115.6,6431.05,False,True,False,True,False,False,False,False,False,False
3507,3,84.3,235.05,True,False,False,True,False,True,False,False,True,False
3508,1,70.1,70.1,False,False,False,True,False,True,False,False,True,True
